limite,rmspe,quantidade_especialista,fracao_especialista
160000.0,0.21208525480040472,40,0.008550662676357419
458000.0,0.21212927817979166,2023,0.4324497648567764
459900.0,0.21213840257529393,2024,0.43266353142368535
158000.0,0.2123022667699973,28,0.005985463873450192
155000.0,0.212309143487406,27,0.005771697306541257
154000.0,0.21234664970561284,19,0.004061564771269773
460000.0,0.2124510552884088,2052,0.4386489952971355
460800.0,0.21248642937956874,2055,0.4392902949978623
460410.0,0.21248758299583834,2054,0.4390765284309534
461078.0,0.21250555474944047,2056,0.4395040615647713
150000.0,0.21253118337749777,18,0.003847798204360838
462000.0,0.2125377144887597,2058,0.43993159469858917
465000.0,0.21262135639746985,2067,0.44185549380076955
465722.0,0.21262791836406889,2068,0.4420692603676785
466000.0,0.21263125916226003,2069,0.44228302693458743
466233.0,0.21263421685107972,2070,0.44249679350149634
467400.0,0.21264394780475002,2071,0.4427105600684053
147000.0,0.2127468405478224,15,0.0032064985036340315
470000.0,0.21279501879393262,2105,0.4499786233433091
471000.0,0.21280743835889201,2106,0.45019238991021804
472000.0,0.21280955282689057,2108,0.4506199230440359
472900.0,0.2128201676441375,2109,0.45083368961094483
474000.0,0.21283093388418872,2110,0.4510474561778538
478000.0,0.2129430366172507,2126,0.45446772124839674
475000.0,0.2129582362902521,2125,0.4542539546814878
479000.0,0.21298776004934622,2130,0.4553227875160325
145000.0,0.21304420585122738,14,0.002992731936725096
140000.0,0.21309766395884758,13,0.0027789653698161608
130000.0,0.2132420704851459,10,0.0021376656690893546
487200.0,0.21326945633559885,2193,0.46879008123129545
487000.0,0.2132777863841626,2192,0.4685763146643865
480000.0,0.21331949593429544,2183,0.46665241556220605
489000.0,0.2133228185943482,2196,0.46943138093202225
488000.0,0.2133240343072099,2195,0.4692176143651133
485000.0,0.2133994823127248,2188,0.4677212483967507
125000.0,0.21349910151962265,8,0.0017101325352714834
120000.0,0.21350331631572356,7,0.001496365968362548
100000.0,0.2135520838147841,5,0.0010688328345446773
490000.0,0.21363514148075705,2228,0.4762719110731082
490370.0,0.21365000011490945,2229,0.4764856776400171
492562.0,0.213815918632764,2232,0.4771269773407439
98000.0,0.2138200673223445,2,0.00042753313381787086
493013.0,0.21384633162507546,2233,0.47734074390765285
494000.0,0.2138816702560059,2234,0.47755451047456177
90000.0,0.21396024056814025,1,0.00021376656690893543
495000.0,0.21402976750834013,2249,0.4807610089781958
496000.0,0.21406462193409015,2250,0.48097477554510476
499000.0,0.214069306475475,2264,0.4839675074818298
497000.0,0.21414944977610523,2255,0.48204360837964944
498888.0,0.21415676257516547,2257,0.4824711415134673
498000.0,0.21416144048592564,2256,0.48225737494655835
500000.0,0.2145119059914406,2316,0.4950833689610945
501449.0,0.21452800480155673,2317,0.4952971355280034
504193.0,0.21454603438840564,2318,0.49551090209491233
505000.0,0.2145886384490395,2320,0.4959384352287302
507000.0,0.21462119993123885,2321,0.4961522017956392
510000.0,0.21477506560315274,2339,0.5
512000.0,0.21495613210293954,2341,0.5004275331338178
515000.0,0.215018162418655,2347,0.5017101325352715
518000.0,0.21501946583722256,2348,0.5019238991021804
519000.0,0.21501946730900803,2349,0.5021376656690894
520000.0,0.21523016748833435,2375,0.5076955964087216
551419.0,0.21535307024838504,2582,0.5519452757588713
521000.0,0.21535580582060992,2377,0.5081231295425396
525000.0,0.21539849450487283,2388,0.5104745617785378
552000.0,0.2154044741311669,2585,0.5525865754595981
553000.0,0.21540700586032155,2586,0.5528003420265071
526000.0,0.21541215365440586,2389,0.5106883283454468
527000.0,0.21542979823308814,2390,0.5109020949123557
553079.0,0.21543516794707357,2587,0.553014108593416
553966.0,0.21544465962890869,2588,0.5532278751603249
529000.0,0.21545421889285718,2391,0.5111158614792647
550000.0,0.2154816852248112,2581,0.5517315091919623
554000.0,0.21548582064925662,2590,0.5536554082941428
559000.0,0.21551100503376855,2593,0.5542967079948696
558000.0,0.21551219307556105,2592,0.5540829414279607
565000.0,0.21563433085938863,2627,0.5615647712697734
567000.0,0.2156815457739528,2628,0.5617785378366823
562000.0,0.21579038663090214,2621,0.5602821718683197
560000.0,0.21579206225247954,2620,0.5600684053014109
564200.0,0.2158005774926611,2622,0.5604959384352287
530000.0,0.21581234227715368,2422,0.5177426250534416
530400.0,0.2158131664861083,2423,0.5179563916203506
535000.0,0.21590359964305178,2430,0.5194527575887131
545000.0,0.21598433750653614,2459,0.5256519880290722
545227.0,0.21600768238847565,2460,0.5258657545959812
540000.0,0.21600861751046635,2450,0.5237280889268918
546000.0,0.21601583403886523,2461,0.5260795211628901
546300.0,0.2160165620202163,2462,0.5262932877297991
544000.0,0.21604909191802282,2451,0.5239418554938008
544416.0,0.21605608470148277,2452,0.5241556220607098
546713.0,0.21605678787640734,2463,0.526507054296708
547000.0,0.21609595302671894,2465,0.5269345874305259
549000.0,0.21612271453964763,2468,0.5275758871312527
570000.0,0.21627830847384932,2673,0.5713980333475844
573032.0,0.21630441480746448,2675,0.5718255664814023
574000.0,0.21633293929562902,2676,0.5720393330483112
575000.0,0.21635166625510388,2680,0.572894399315947
577035.0,0.2163649775286595,2681,0.573108165882856
578000.0,0.2163805712564567,2682,0.5733219324497648
