avaliacao,fracao_top,peso_especialista,quantidade_selecionada,rmspe_base,rmspe_gate,ganho_pp,preco_previsto_minimo_selecionado,preco_real_mediano_selecionado,proporcao_real_acima_1m,proporcao_real_acima_1300,proporcao_real_acima_1500,proporcao_real_acima_2m,ganho_fold_1_pp,ganho_fold_2_pp,ganho_fold_3_pp,ganho_fold_4_pp,ganho_fold_5_pp
holdout_id,0.05,0.75,47,0.20784386749850803,0.2073277140842136,0.05161534142944235,1372743.289332407,2100000.0,1.0,0.8723404255319149,0.7446808510638298,0.5319148936170213,,,,,
holdout_id,0.05,1.0,47,0.20784386749850803,0.20751669513531498,0.032717236319304566,1372743.289332407,2100000.0,1.0,0.8723404255319149,0.7446808510638298,0.5319148936170213,,,,,
holdout_id,0.075,0.1,71,0.20784386749850803,0.20772062037953268,0.012324711897535034,1201996.824658624,1700000.0,0.9859154929577465,0.8169014084507042,0.6619718309859155,0.36619718309859156,,,,,
holdout_id,0.075,0.2,71,0.20784386749850803,0.20764876713890326,0.019510035960476624,1201996.824658624,1700000.0,0.9859154929577465,0.8169014084507042,0.6619718309859155,0.36619718309859156,,,,,
holdout_id,0.075,0.25,71,0.20784386749850803,0.20763213138753056,0.021173611097746736,1201996.824658624,1700000.0,0.9859154929577465,0.8169014084507042,0.6619718309859155,0.36619718309859156,,,,,
holdout_id,0.075,0.3333333333333333,71,0.20784386749850803,0.20763299557438492,0.021087192412311273,1201996.824658624,1700000.0,0.9859154929577465,0.8169014084507042,0.6619718309859155,0.36619718309859156,,,,,
holdout_id,0.075,0.5,71,0.20784386749850803,0.20774191324963812,0.010195424886991211,1201996.824658624,1700000.0,0.9859154929577465,0.8169014084507042,0.6619718309859155,0.36619718309859156,,,,,
holdout_id,0.075,0.75,71,0.20784386749850803,0.2081727044187388,-0.03288369202307795,1201996.824658624,1700000.0,0.9859154929577465,0.8169014084507042,0.6619718309859155,0.36619718309859156,,,,,
holdout_id,0.075,1.0,71,0.20784386749850803,0.20892251917326446,-0.10786516747564312,1201996.824658624,1700000.0,0.9859154929577465,0.8169014084507042,0.6619718309859155,0.36619718309859156,,,,,
holdout_id,0.1,0.1,94,0.20784386749850803,0.20762422502929365,0.02196424692143817,1135944.0683343564,1500000.0,0.9787234042553191,0.7340425531914894,0.5531914893617021,0.2872340425531915,,,,,
holdout_id,0.1,0.2,94,0.20784386749850803,0.2074786002870424,0.036526721146562524,1135944.0683343564,1500000.0,0.9787234042553191,0.7340425531914894,0.5531914893617021,0.2872340425531915,,,,,
holdout_id,0.1,0.25,94,0.20784386749850803,0.20743359637367062,0.0410271124837408,1135944.0683343564,1500000.0,0.9787234042553191,0.7340425531914894,0.5531914893617021,0.2872340425531915,,,,,
holdout_id,0.1,0.3333333333333333,94,0.20784386749850803,0.20739983071652618,0.044403678198184915,1135944.0683343564,1500000.0,0.9787234042553191,0.7340425531914894,0.5531914893617021,0.2872340425531915,,,,,
holdout_id,0.1,0.5,94,0.20784386749850803,0.20748699483559402,0.035687266291400954,1135944.0683343564,1500000.0,0.9787234042553191,0.7340425531914894,0.5531914893617021,0.2872340425531915,,,,,
holdout_id,0.1,0.75,94,0.20784386749850803,0.20800370578648386,-0.01598382879758331,1135944.0683343564,1500000.0,0.9787234042553191,0.7340425531914894,0.5531914893617021,0.2872340425531915,,,,,
holdout_id,0.1,1.0,94,0.20784386749850803,0.20898029258647302,-0.11364250879649929,1135944.0683343564,1500000.0,0.9787234042553191,0.7340425531914894,0.5531914893617021,0.2872340425531915,,,,,
